x1,x2,x3,x4,y
1.354881636779618,13.660145919303847,12.025720134984123,2.2654636467986737,-10.090372459227456
8.87851702730378,12.79806962227143,14.194644067067975,4.694667047869704,7.798310023495188
9.326056398865024,18.815026630386143,9.8174599079374,2.519119254641156,-2.28751912061929
4.455681640475952,11.667164920629366,7.402825103186331,4.8011644655538674,-1.9455644362350542
3.882355461139826,11.00846445998141,14.603227877158846,3.360569263067164,1.6286048765813292
2.5759643530115897,19.74121861382047,11.910622100430905,3.6211123953027,-16.665122632942026
6.573675854710377,19.564520365974058,14.91251278624181,2.074940384111459,-6.112112928002364
4.926169375062624,11.253048691498215,8.773940395407847,3.496532752097786,-0.39675931359249506
9.642384192500572,11.315063088151947,6.823043887960445,4.978302007947745,9.775407504548227
8.0098447486944,13.404782814287492,12.175118692379753,2.6396353176753657,4.7101794275190265
4.552052852095748,15.005444522286606,6.5613067832617356,4.79289814460488,-7.879467043970773
8.010580865919948,18.47581010889835,7.803666366117259,2.887786508204926,-4.160745431005447
0.41717972818751115,15.681818718303727,7.871361838177872,2.832590820761896,-16.413025841539163
7.694578719378116,12.164348788470251,9.731863505929034,4.61506344347989,3.2238616566126472
0.031711167552942454,16.21441760883456,11.661155706761345,4.420959436297788,-15.865402651164706
2.928093920494769,13.862141384974922,13.377296126976276,1.389449608918472,-6.012931723226922
6.10914332666879,13.847807457907797,9.094954707153864,3.1553992341015453,-2.2822768953490598
9.130273914206462,11.891222165350499,14.210590941163371,3.705930425204123,10.728475698103221
3.001150047446366,19.573928760728474,5.9951609985116585,1.8274642577112994,-17.24617784029767
2.485986366707099,11.231231355675837,12.271158347723294,1.8898393512163798,-2.6010645484639316
6.663921049033288,10.865336371206926,8.863880995035972,4.335136398400527,6.700841593296274
9.875329108598164,16.017366049423707,11.423149209380776,3.862194055566159,3.9146507390410115
4.682704060744283,15.959156239106076,9.694039893038559,4.379533762467604,-9.163401442935404
1.2328737952635438,11.260757735000569,6.9004083637014855,1.3884640900422425,-8.61259478241968
9.16031386732439,16.15024850653286,14.288298308594733,1.0729287206558187,3.6694804437607256
9.461435334834253,13.273810695294246,14.158314634522721,3.5797762533357615,9.449603105384302
2.7769737330420763,13.45293078913043,11.251000257473617,2.462594954015776,-5.118779987835457
5.1965368875796045,13.407088778886866,10.087674924319785,4.752782521966687,-1.5205901045681003
1.5474499871644165,11.223867526579237,11.617459837648074,2.3067532060445752,-7.014683210787583
0.14627352824220452,19.492403199903826,13.144384704842583,3.519809212097339,-19.83258109341048
3.242432064094911,13.538905051570858,7.593074228409512,1.0067567189355304,-7.33878892494055
9.908984387457872,14.904332766765855,7.833567368805392,2.3951048378072883,2.961863922715406
5.131412878059926,10.624740409698841,12.0766530034283,3.4834122427115837,4.073633959735451
8.764956412521661,14.892729914859563,7.346422623057834,1.2444853711918706,1.392163423105994
0.6739574665921966,13.499155659020804,12.279041145540305,4.417345453471437,-10.733191286576629
2.8415373715629744,19.610722150689213,12.418561558996327,1.0872182282652316,-14.694583387490647
4.6889926792649606,12.639879760794061,8.014120643245294,3.7573803446864615,-3.61058438723191
7.617731904568675,17.3579330429793,8.68706041406911,4.383701209427279,-3.445892250861117
9.226117767288189,14.987453639123192,14.665479730757662,3.811103129611484,7.01536497157864
3.930237570621351,19.267631049637565,10.779672105350427,2.234075208572271,-12.920655407275452
9.290876771906529,16.763339017838724,14.126395119963954,1.083808342718727,2.3754186455783652
4.996120104332718,10.727332118825823,11.08782907506576,4.491609493619741,1.0555259733324973
8.020496903016126,12.610194070213415,12.39119275802854,3.3822702369752684,6.495005419084231
8.965801139036882,11.86784733918633,11.566695000487604,3.326915704749494,8.051849258272444
4.8212907523453294,16.44380430210182,7.994873564105754,3.598954246797239,-8.373538261700391
8.479299023481278,10.619252689499326,10.96706568747101,3.0966811199110436,8.696045917770613
2.7667928361046155,13.402871935608006,8.612977955998943,3.864300470408388,-7.746797151946947
3.4022921342219616,14.912141105417422,5.836127228569996,4.505565319900491,-8.62430314859508
1.050746012583641,17.849060096228527,9.324565184498251,1.2446577660066782,-17.768418448043338
